ProjectNumber,BudgetYear,CostType,CostAmount
6187,2005,Labor,16065.89
6187,2005,Material,158794.86
6187,2006,Labor,27831.88
6187,2006,Material,1659105.89
6187,2007,Labor,41661.88
6187,2007,Material,695366.05
6187,2008,Labor,133595.92
6187,2008,Material,1194051.95
6187,2009,Labor,136171.29
6187,2009,Material,7868922.88
6187,2010,Labor,146004.66
6187,2010,Material,6709710.15
6187,2011,Labor,71823.35
6187,2011,Material,181384.91
6187,2012,Labor,63972.91
6187,2012,Material,139504.72
6187,2013,Labor,5084.71
6187,2013,Material,9698.42
6188,2004,Labor,1644.51
6188,2004,Material,105899.03
6188,2005,Labor,43709.55
6188,2005,Material,279071.24
6188,2006,Labor,32346.31
6188,2006,Material,616611.6
6188,2007,Labor,13699.35
6188,2007,Material,94632.95
6189,2004,Labor,219.07
6189,2004,Material,6886.99
6189,2005,Labor,18775.27
6189,2005,Material,37204.79
6189,2006,Labor,34060.99
6189,2006,Material,60335.39
6189,2007,Labor,5522.98
6189,2007,Material,23891.95
6189,2008,Labor,4653.95
6189,2008,Material,8665.38
6189,2009,Labor,327.73
6189,2009,Material,7032.6
6189,2010,Labor,251.1
6189,2010,Material,4367.24
6189,2011,Labor,22.36
6189,2011,Material,2983.75
6190,2005,Material,28844.26
6190,2007,Material,129927.05
6190,2008,Material,13300
6190,2009,Labor,35.9
6190,2009,Material,47281
6190,2010,Labor,462.05
6190,2010,Material,100
6190,2011,Labor,2227.3
6190,2011,Material,41443
6190,2012,Labor,147.99
6190,2014,Labor,22.05
6190,2014,Material,14976
6190,2017,Labor,31753.28
6190,2017,Material,63149.89
6190,2018,Labor,2591.22
6190,2018,Material,350
6191,2005,Labor,110.22
6191,2005,Material,24675.45
6191,2006,Material,17796.93
6191,2007,Material,525.43
6192,2005,Labor,72.66
6192,2005,Material,-72.66
6192,2006,Labor,18186.2
6192,2006,Material,42803.6
6192,2007,Labor,68.53
6192,2007,Material,93849.88
6193,2005,Labor,1950.75
6193,2005,Material,82469.38
6193,2006,Labor,1560.7
6193,2006,Material,316990.47
6193,2007,Labor,24907.1
6193,2007,Material,884160.52
6193,2008,Labor,10498.91
6193,2008,Material,710610.91
6193,2009,Labor,5814.66
6193,2009,Material,601344.83
6193,2010,Labor,670.65
6193,2010,Material,426325.05
6193,2011,Labor,3677.18
6193,2011,Material,706557.33
6193,2012,Labor,4516.19
6193,2012,Material,565532.97
6193,2013,Labor,5715.8
6193,2013,Material,702542.41
6193,2014,Labor,4128.29
6193,2014,Material,783543.31
6193,2015,Labor,16057.6
6193,2015,Material,1225179.83
6193,2016,Labor,10931.46
6193,2016,Material,1129874.92
6193,2017,Labor,11103.89
6193,2017,Material,1315497.83
6193,2018,Labor,7730.16
6193,2018,Material,1328432.21
6193,2019,Labor,4081.74
6193,2019,Material,760839.78
6194,2005,Labor,12911.55
6194,2005,Material,113905.9
6194,2006,Labor,2278.79
6194,2006,Material,148950.28
6194,2007,Labor,2844.16
6194,2007,Material,139284.89
6195,2005,Material,49477.39
6195,2006,Labor,782.85
6195,2006,Material,414281.84
6195,2007,Material,4760
6195,2008,Material,990
6195,2009,Material,5000
6195,2010,Labor,16481.6
6195,2010,Material,115354.71
6195,2011,Labor,5981.95
6195,2011,Material,170706.88
6195,2012,Material,21976
6196,2005,Material,54913.25
6197,2005,Labor,12357.53
6197,2006,Labor,9798.8
6197,2006,Material,21636
6197,2007,Labor,42705.59
6197,2007,Material,24961.91
6197,2008,Labor,55502.75
6197,2008,Material,414731.43
6197,2009,Labor,31745.53
6197,2009,Material,641818.55
6197,2010,Labor,1536.59
6198,2005,Material,33000
6199,2005,Labor,877.43
6199,2005,Material,10565.47
6199,2006,Labor,14709.04
6199,2006,Material,30307.09
6199,2007,Labor,24415.51
6199,2007,Material,89229.05
6199,2008,Labor,10088.51
6199,2008,Material,186005.79
6200,2005,Labor,1050.74
6200,2005,Material,11275
6200,2006,Labor,5611.65
6200,2006,Material,18132.35
6200,2007,Labor,13807.77
6200,2007,Material,87982.59
6200,2008,Labor,5063.71
6200,2008,Material,151190.49
6200,2009,Labor,10068.41
6200,2009,Material,105567.43
6200,2010,Labor,24440.51
6200,2010,Material,38405.2
6200,2011,Labor,249.65
6200,2011,Material,11596.26
6200,2012,Labor,2450.06
6200,2012,Material,2919.93
6200,2013,Labor,665.71
6200,2014,Labor,3354.07
6201,2005,Labor,13864.84
6201,2005,Material,10593.68
6201,2006,Labor,18196.16
6201,2006,Material,185622.61
6201,2007,Labor,6896.96
6201,2007,Material,11698.03
6201,2008,Labor,3476.98
6201,2008,Material,55088.78
6202,2005,Labor,7039.41
6202,2005,Material,69257.62
6202,2006,Labor,2746.61
6202,2006,Material,3228.75
6203,2005,Labor,36247.51
6203,2005,Material,5534.9
6203,2006,Labor,107438.1
6203,2006,Material,785558.45
6203,2007,Labor,152093.59
6203,2007,Material,806528.94
6203,2008,Labor,151009
6203,2008,Material,1014798.76
6203,2009,Labor,41065.16
6203,2009,Material,33210.62
6203,2010,Labor,3595.23
6204,2005,Labor,47961.73
6204,2005,Material,40231.74
6204,2006,Labor,62640.3
6204,2006,Material,553113.86
6204,2007,Labor,46019.14
6204,2007,Material,539156.81
6204,2008,Labor,46592.53
6204,2008,Material,407078.18
6204,2009,Labor,24505.44
6204,2009,Material,48884.22
6204,2010,Labor,11333.88
6204,2010,Material,17906.48
6204,2011,Labor,2662.19
6205,2005,Labor,4743.59
6205,2005,Material,9281.14
6205,2006,Labor,11073.88
6205,2006,Material,60988.28
6205,2007,Labor,5199.46
6205,2007,Material,36633.06
6205,2008,Labor,5276.25
6205,2008,Material,20291.99
6205,2009,Labor,2094.8
6205,2009,Material,23276.07
6205,2010,Labor,585.89
6205,2010,Material,24523.99
6205,2011,Labor,106.33
6205,2011,Material,6557.82
6206,2005,Labor,27484.38
6206,2006,Labor,18561.73
6206,2006,Material,65154.37
6206,2007,Labor,33754.61
6206,2007,Material,165723.59
6206,2008,Labor,25183.15
6206,2008,Material,76067.53
6206,2009,Labor,35829.53
6206,2009,Material,1177924.62
6206,2010,Labor,1491.92
6206,2010,Material,23919.9
6207,2005,Labor,4799.32
6207,2006,Labor,13854.66
6207,2006,Material,808.4
6207,2007,Labor,7324.72
6207,2007,Material,200601.41
6209,2005,Labor,3537.79
6209,2005,Material,13375.15
6210,2005,Labor,14807.36
6210,2005,Material,147000
6210,2006,Labor,26787.28
6210,2006,Material,6000
6211,2005,Labor,27264.74
6211,2005,Material,518733.66
6211,2006,Labor,8011.48
6211,2006,Material,24077.42
6211,2007,Labor,459.5
6212,2005,Material,1826.95
6213,2005,Labor,19376.61
6213,2005,Material,6317.46
6213,2006,Labor,40368.58
6213,2006,Material,15613.26
6213,2007,Labor,9965.22
6213,2008,Labor,7830
6213,2008,Material,5055.67
6214,2005,Labor,411.58
6214,2005,Material,47568.46
6214,2006,Labor,68893.74
6214,2006,Material,6733.32
6214,2007,Labor,9849.73
6214,2007,Material,46431.11
6214,2008,Material,30000
6214,2010,Material,25881.13
6214,2011,Material,38893.72
6215,2005,Labor,1555.31
6215,2005,Material,7101.75
6215,2006,Labor,165.8
6216,2005,Labor,17922.79
6216,2005,Material,5551.38
6216,2006,Labor,50327.41
6216,2006,Material,265714.08
6216,2007,Labor,5146.43
6216,2007,Material,500
6217,2005,Labor,2240.4
6217,2005,Material,107
6217,2006,Labor,1340.94
6217,2006,Material,3923.8
6217,2007,Labor,1134.04
6217,2008,Labor,739.46
6217,2008,Material,5700
6218,2005,Labor,1717.7
6218,2005,Material,25800.63
6218,2006,Labor,12148.32
6218,2006,Material,80342.24
6218,2007,Labor,2727.14
6218,2007,Material,44352.6
6218,2008,Labor,725.17
6218,2008,Material,36823.77
6218,2009,Labor,535.77
6218,2009,Material,26052.07
6218,2010,Labor,820.24
6218,2010,Material,14136.82
6218,2011,Labor,78.52
6218,2011,Material,8122.61
6219,2005,Labor,33906.59
6219,2005,Material,8084.25
6219,2006,Labor,56850.92
6219,2006,Material,1321884.88
6219,2007,Labor,829.67
6219,2007,Material,5239.72
6220,2005,Labor,119.48
6220,2005,Material,189560.67
6220,2006,Labor,10412.89
6220,2006,Material,426044.3
6220,2007,Material,332788.34
6220,2008,Material,196938.38
6220,2009,Material,9973.09
6221,2005,Material,167757
6221,2006,Material,386110.08
6221,2007,Material,110905.5
6221,2008,Material,109211.52
6221,2009,Material,25936
6221,2010,Material,87763.78
6221,2011,Material,116786.14
6221,2012,Material,31286.54
6221,2013,Material,111546.75
6221,2014,Material,51701.5
6221,2015,Material,194153.47
6221,2016,Material,141763.45
6221,2017,Material,20524.98
6221,2018,Material,168813.71
6221,2019,Material,13836
6222,2006,Material,244962.08
6222,2007,Material,42991.57
6222,2008,Material,28286.2
6222,2009,Material,31411.66
6222,2011,Material,93629.59
6222,2015,Material,0
6222,2016,Material,8452.5
6225,2005,Labor,1499.89
6225,2005,Material,274.41
6225,2006,Material,14484.96
6225,2007,Labor,574.02
6226,2005,Material,103575.51
6227,2005,Labor,6261.85
6227,2005,Material,39393.69
6227,2006,Labor,76044.69
6227,2006,Material,113978.49
6227,2007,Labor,57354.52
6227,2007,Material,113577.97
6227,2008,Labor,26017.09
6227,2008,Material,53963.05
6227,2009,Labor,38380.23
6227,2009,Material,109501.08
6227,2010,Labor,0
6227,2010,Material,0
6228,2005,Labor,508.81
6228,2005,Material,2968.25
6228,2006,Labor,10117.93
6228,2006,Material,0
6228,2007,Labor,8153.11
6228,2007,Material,4006.82
6228,2008,Labor,39909.59
6228,2008,Material,246459.85
6228,2009,Labor,6191.12
6228,2009,Material,44701.75
6229,2005,Labor,381.06
6229,2005,Material,892
6229,2006,Labor,30571.29
6229,2006,Material,158919.42
6229,2007,Labor,112175.23
6229,2007,Material,596098.7
6229,2008,Labor,1276.48
6229,2008,Material,12033.51
6230,2005,Labor,12333.8
6230,2005,Material,8635.9
6230,2006,Labor,348934.83
6230,2006,Material,359426.5
6230,2007,Labor,246088.24
6230,2007,Material,222848.77
6230,2008,Labor,18275.28
6230,2008,Material,2523.55
6231,2005,Labor,579.46
6231,2005,Material,11145.47
6231,2006,Labor,1146.05
6231,2006,Material,133509.26
6231,2007,Labor,4702.43
6231,2007,Material,19433.74
6232,2005,Labor,48780.36
6232,2005,Material,2092.16
6232,2006,Labor,58893.11
6232,2007,Labor,262.54
6233,2005,Labor,959.02
6233,2006,Labor,20907.57
6233,2006,Material,25325.5
6233,2007,Labor,11233.29
6233,2007,Material,205818.99
6233,2008,Labor,156.66
6233,2008,Material,6587
6234,2005,Material,176675
6234,2006,Material,30345.12
6234,2007,Material,30030.3
6234,2008,Material,29650
6235,2005,Labor,7697.71
6235,2005,Material,8911.77
6236,2005,Labor,4083.66
6236,2006,Labor,10749.28
6236,2006,Material,17185.69
6236,2007,Labor,33001.37
6236,2007,Material,777.54
6236,2008,Labor,20523.67
6236,2008,Material,542523.1
6237,2006,Labor,14613.91
6237,2007,Labor,6103.75
6237,2008,Labor,12675.68
6237,2008,Material,99460.56
6237,2009,Labor,23858.44
6237,2009,Material,22408.04
6237,2010,Labor,9776.09
6237,2010,Material,1099
6237,2011,Labor,22007.74
6237,2012,Labor,46004.76
6237,2013,Labor,60436.35
6237,2014,Labor,55286.66
6237,2015,Labor,19942.37
6237,2015,Material,878.75
6237,2016,Labor,12777.43
6237,2017,Labor,5420.57
6237,2018,Labor,39720.53
6237,2018,Material,1560.14
6237,2019,Labor,12874.01
6237,2019,Material,9
6238,2006,Labor,6673.17
6238,2007,Labor,1479.36
6238,2008,Labor,5899.22
6238,2008,Material,6500
6238,2009,Labor,804.4
6238,2010,Labor,35.8
6238,2011,Labor,287.12
6238,2012,Labor,4668.62
6238,2014,Labor,179.53
6238,2015,Labor,66.25
6239,2005,Labor,1257.38
6239,2006,Labor,235.06
6240,2006,Material,104975.17
6240,2007,Material,74539.35
6240,2008,Material,76152.22
6240,2009,Material,108487.6
6240,2010,Material,102245.98
6240,2011,Material,79814.74
6240,2012,Material,8075
6241,2006,Labor,8827.82
6241,2006,Material,19974.39
6241,2007,Labor,4389.74
6241,2007,Material,1305.05
6241,2008,Labor,914.25
6241,2008,Material,1500
6242,2006,Labor,19858
6242,2006,Material,44695.77
6242,2007,Labor,11467.89
6242,2007,Material,8718.35
6242,2008,Labor,13541.27
6242,2008,Material,24688.41
6242,2009,Labor,20261.53
6242,2009,Material,145892.6
6242,2010,Labor,8423.89
6242,2010,Material,168251.06
6242,2011,Labor,6862.46
6242,2011,Material,173138.74
6242,2012,Labor,13336.44
6242,2012,Material,131000.8
6242,2013,Labor,18183.09
6242,2013,Material,94291.34
6242,2014,Labor,11820.26
6242,2014,Material,105488.91
6242,2015,Labor,10381.45
6242,2015,Material,80639.07
6242,2016,Labor,33784.69
6242,2016,Material,105968.58
6242,2017,Labor,19526.02
6242,2017,Material,95505.53
6242,2018,Labor,27296
6242,2018,Material,104804.14
6242,2019,Labor,13796.84
6242,2019,Material,38452.5
6243,2006,Labor,7367.63
6243,2006,Material,1112
6243,2007,Labor,416.43
6243,2007,Material,0
6244,2006,Labor,15572.63
6244,2006,Material,120064.2
6244,2007,Labor,31191.06
6244,2007,Material,162749.96
6244,2008,Labor,28503.05
6244,2008,Material,171855.38
6244,2009,Labor,16563.65
6244,2009,Material,223812.3
6244,2010,Labor,12788.59
6244,2010,Material,290968.86
6244,2011,Labor,18207.59
6244,2011,Material,242972.98
6244,2012,Labor,38372.13
6244,2012,Material,264255.63
6244,2013,Labor,27416.54
6244,2013,Material,257718
6244,2014,Labor,31972.9
6244,2014,Material,347615.92
6244,2015,Labor,41196.58
6244,2015,Material,450585.59
6244,2016,Labor,46086.84
6244,2016,Material,489379.59
6244,2017,Labor,46132.98
6244,2017,Material,470337.03
6244,2018,Labor,36267.98
6244,2018,Material,408169.46
6244,2019,Labor,18980.65
6244,2019,Material,82415.36
6245,2006,Labor,1850.95
6245,2007,Labor,20483.36
6245,2007,Material,890088.53
6245,2008,Labor,2558.08
6245,2008,Material,75351.92
6246,2006,Labor,5184.14
6246,2006,Material,15084.58
6246,2007,Labor,4613.82
6246,2007,Material,13014.15
6246,2008,Labor,3359.42
6246,2008,Material,9952.14
6246,2009,Labor,474.08
6246,2009,Material,12000
6247,2006,Labor,4094.78
6247,2006,Material,14548.23
6247,2007,Material,31721.01
6247,2008,Material,15962.54
6247,2010,Labor,1659.46
6248,2007,Labor,3947.08
6248,2007,Material,29232.09
6249,2006,Labor,4716.73
6249,2006,Material,10231.07
6249,2007,Labor,29978.7
6249,2007,Material,113103.75
6249,2008,Labor,42967.92
6249,2008,Material,49843.8
6249,2009,Labor,39041.92
6249,2009,Material,386360.9
6249,2010,Material,-8864.5
6250,2007,Material,50573.07
6251,2006,Labor,37912.93
6251,2006,Material,20701.08
6251,2007,Labor,20188.57
6251,2007,Material,184814.1
6252,2006,Labor,1998.47
6252,2006,Material,2855
6252,2007,Labor,422.71
6252,2008,Material,60566.78
6252,2009,Labor,9215.45
6252,2009,Material,31559.77
6252,2010,Labor,18731.76
6252,2010,Material,115471.27
6252,2011,Labor,32609.54
6252,2011,Material,45521.6
6252,2012,Labor,8377.59
6252,2012,Material,31868.81
6252,2013,Labor,85378.95
6252,2013,Material,529209.08
6252,2014,Labor,3318.32
6252,2014,Material,95244.76
6253,2006,Labor,39107.59
6253,2006,Material,15223.62
6253,2007,Labor,13285.22
6253,2007,Material,375259.87
6254,2006,Labor,9852.75
6254,2006,Material,12415.97
6254,2007,Labor,27270.22
6254,2007,Material,3923.66
6254,2008,Labor,25814.36
6254,2008,Material,5210.81
6254,2009,Labor,14609.91
6254,2009,Material,12917.42
6255,2006,Labor,23777.95
6255,2006,Material,16760.81
6255,2007,Labor,26543.24
6255,2007,Material,466752.98
6255,2008,Labor,894.39
6255,2008,Material,501.94
6256,2006,Labor,1528.07
6256,2006,Material,46337.44
6256,2007,Labor,204.11
6256,2007,Material,9609.63
6256,2008,Labor,2096.11
6256,2008,Material,16908.56
6256,2009,Labor,5273.07
6256,2009,Material,34636.85
6256,2010,Labor,351.54
6256,2010,Material,6090.56
6256,2011,Labor,20340.29
6256,2011,Material,24807.33
6256,2012,Labor,532.77
6256,2012,Material,2371.39
6257,2006,Labor,270.2
6257,2007,Labor,1166.87
6261,2006,Labor,33.77
6261,2007,Labor,239.95
6261,2008,Labor,684.02
6261,2009,Labor,7445.02
6261,2009,Material,11927.96
6261,2010,Labor,23131.23
6261,2010,Material,124551.25
6261,2011,Labor,31008.5
6261,2011,Material,208520.5
6261,2012,Labor,41896.53
6261,2012,Material,70374.98
6261,2013,Labor,49191.97
6261,2013,Material,2452098.97
6261,2014,Labor,22.05
6262,2006,Labor,154.4
6263,2008,Material,7750
6263,2010,Labor,417.1
6263,2010,Material,40243.64
6263,2011,Material,3000
6263,2013,Material,2283
6263,2014,Labor,22.05
6264,2006,Labor,765.42
6264,2010,Labor,2291.97
6264,2010,Material,47112.87
6264,2011,Labor,11844.69
6264,2011,Material,105482.97
6264,2012,Labor,665.85
6264,2012,Material,123152.96
6264,2013,Labor,9799.57
6264,2013,Material,180094.48
6264,2014,Labor,11000.94
6264,2014,Material,5236.31
6264,2015,Labor,2726.61
6265,2006,Material,8517
6265,2007,Material,14978
6265,2008,Material,52822.5
6265,2009,Material,30464
6265,2010,Material,37970.26
6265,2011,Material,56473
6265,2012,Material,47430.4
6265,2013,Material,34816.5
6265,2014,Material,85840.4
6265,2015,Material,56034.1
6265,2016,Material,31494.17
6265,2017,Material,20765.02
6265,2018,Material,27259.94
6265,2019,Material,23558.33
6266,2007,Labor,5027.35
6266,2008,Labor,850.09
6266,2009,Labor,7396.98
6266,2010,Labor,2962.05
6266,2011,Labor,36021.26
6266,2011,Material,640.17
6266,2012,Labor,305.76
6267,2009,Labor,0
6268,2007,Labor,10239.22
6268,2007,Material,261672.37
6268,2008,Labor,30632.96
6268,2008,Material,380393.44
6268,2009,Labor,81934.66
6268,2009,Material,1694108.6
6268,2010,Labor,82639.24
6268,2010,Material,2601761.95
6268,2011,Labor,20244.18
6268,2011,Material,25000
6268,2012,Labor,456.52
6269,2007,Labor,3903.77
6269,2007,Material,79015.17
6269,2008,Labor,0
6270,2006,Material,10977.38
6270,2007,Labor,231.84
6270,2007,Material,13201.84
6270,2008,Material,5435.29
6270,2009,Material,11843.47
6273,2013,Labor,175.08
6273,2015,Labor,21.68
6274,2006,Labor,5274.35
6274,2006,Material,16389.64
6274,2007,Labor,5116.98
6274,2007,Material,56055.74
6274,2008,Labor,1434.14
6274,2008,Material,8992.77
6274,2009,Labor,539.55
6274,2009,Material,1091.75
6274,2010,Labor,217.62
6274,2010,Material,884.92
6275,2007,Labor,14989.5
6275,2007,Material,77088.73
6275,2008,Labor,12816.64
6275,2008,Material,66822.5
6275,2009,Labor,24402.43
6275,2009,Material,315510.18
6275,2010,Labor,2288.94
6275,2010,Material,40219.32
6275,2011,Labor,1614.58
6275,2011,Material,31470.88
6278,2006,Material,72575.43
6278,2007,Labor,13711.56
6278,2007,Material,31832.28
6279,2006,Material,19165.45
6279,2007,Labor,19195.44
6279,2007,Material,9850.12
6279,2008,Labor,56807.71
6279,2008,Material,525
6279,2009,Labor,0
6280,2006,Labor,3586.07
6280,2006,Material,37
6280,2007,Labor,8317.77
6280,2007,Material,15428.97
6280,2008,Labor,19536.84
6280,2008,Material,178081.08
6280,2009,Labor,4316.87
6280,2009,Material,2709.45
6281,2006,Labor,4270.26
6281,2006,Material,443883.94
6281,2007,Labor,13318.32
6281,2007,Material,170199.39
6281,2008,Labor,108.8
6282,2006,Labor,3693.46
6282,2007,Labor,4852.56
6282,2008,Labor,6782.53
6282,2009,Labor,57652.69
6282,2010,Labor,92113.2
6282,2011,Labor,113057.41
6282,2012,Labor,123090.98
6282,2013,Labor,112419.41
6282,2014,Labor,99369.29
6282,2015,Labor,136071.21
6282,2016,Labor,110203.05
6282,2017,Labor,113695.85
6282,2018,Labor,125171.77
6282,2019,Labor,47420.19
6283,2006,Labor,67.55
6283,2006,Material,66805.78
6283,2007,Labor,9197.43
6283,2007,Material,13312.91
6283,2008,Labor,59056.65
6283,2008,Material,68786.58
6283,2009,Labor,8884.74
6283,2010,Labor,23463.79
6283,2010,Material,8159.58
6283,2011,Labor,23317.54
6283,2011,Material,24792.55
6283,2012,Labor,19632.19
6283,2012,Material,50274.95
6283,2013,Labor,14737.27
6283,2014,Labor,13716.66
6283,2014,Material,24710.04
6283,2015,Labor,13784.21
6283,2016,Labor,11696.34
6283,2017,Labor,8807.38
6283,2018,Labor,30161.54
6283,2019,Labor,11270.03
6283,2019,Material,-6.37E-12
6284,2006,Labor,135.1
6284,2008,Labor,2580.65
6284,2009,Labor,2549.84
6284,2009,Material,7635.92
6285,2006,Labor,757.18
6285,2006,Material,8382.5
6285,2007,Labor,2473.04
6286,2006,Labor,2617.74
6286,2007,Labor,1643.22
6287,2006,Labor,8406.74
6287,2007,Labor,24205.46
6287,2007,Material,3532.5
6287,2008,Labor,16364.59
6287,2008,Material,154819.93
6287,2009,Labor,17.95
6287,2009,Material,227.94
6288,2006,Labor,3420.41
6288,2006,Material,536.94
6288,2007,Labor,14192.84
6288,2007,Material,811.08
6288,2008,Labor,11.53
6289,2006,Labor,861.7
6289,2007,Labor,22025.26
6289,2007,Material,150133.27
6289,2008,Labor,20551.02
6289,2008,Material,438473.74
6289,2009,Labor,11367.16
6289,2009,Material,266330.3
6290,2006,Labor,607.92
6290,2008,Labor,0
6291,2006,Labor,37674.39
6291,2006,Material,22410.79
6291,2007,Labor,152855.21
6291,2007,Material,249569.59
6291,2008,Labor,17205.69
6291,2008,Material,68447.02
6291,2009,Labor,66471.73
6291,2009,Material,552059.62
6291,2010,Labor,1835.41
6291,2010,Material,90773.15
6291,2011,Labor,113.01
6291,2011,Material,12546.62
6292,2007,Labor,15900.51
6292,2007,Material,95881.87
6292,2008,Labor,2316.12
6292,2008,Material,33899.34
6292,2009,Labor,1090.32
6292,2009,Material,22430.34
6292,2010,Labor,1825.76
6292,2010,Material,31939.49
6292,2011,Labor,271.97
6292,2011,Material,17952.49
6292,2012,Material,447.89
6292,2013,Material,2893.36
6294,2007,Labor,48.99
6294,2011,Labor,234.16
6294,2011,Material,11731.95
6295,2007,Labor,2002.36
6296,2007,Labor,3392.84
6296,2007,Material,9545
6296,2008,Labor,7444.18
6296,2008,Material,10211.01
6296,2009,Labor,4720.51
6296,2009,Material,20274.74
6296,2010,Material,1977.5
6296,2012,Labor,10049.36
6296,2012,Material,530.31
6296,2013,Labor,849.97
6297,2007,Labor,5818.62
6297,2007,Material,5000
6297,2008,Labor,12113.32
6297,2008,Material,7913.77
6297,2009,Labor,11156.66
6297,2009,Material,82613.4
6297,2010,Labor,8983.68
6297,2010,Material,49071.87
6297,2011,Labor,2865.25
6297,2011,Material,108576.87
6297,2012,Labor,7588.37
6297,2012,Material,12615.43
6297,2013,Labor,1029.25
6297,2013,Material,4875.3
6297,2014,Labor,227.99
6297,2014,Material,12282.81
6298,2006,Labor,1873.03
6298,2007,Labor,6657.08
6298,2008,Labor,2225.23
6298,2009,Labor,5893.93
6298,2009,Material,97465.97
6298,2010,Labor,9297.8
6298,2010,Material,109785.37
6298,2011,Labor,7168.16
6298,2011,Material,63177.84
6298,2012,Labor,15374.26
6298,2012,Material,224293.51
6298,2013,Labor,4072.72
6298,2013,Material,9206.32
6298,2014,Labor,14453.6
6298,2014,Material,696.25
6298,2015,Labor,19991.2
6298,2017,Labor,543.65
6299,2006,Labor,18597.35
6299,2006,Material,162468.62
6299,2007,Labor,25858.96
6299,2007,Material,127130.34
6300,2006,Labor,1426.78
6300,2007,Labor,3750.8
6300,2008,Labor,30177.27
6300,2008,Material,22364.21
6300,2009,Labor,33522.48
6300,2009,Material,114607.3
6300,2010,Labor,14222.23
6300,2010,Material,341992.42
6301,2007,Labor,28604.95
6301,2007,Material,42106.41
6301,2008,Labor,24434.24
6301,2008,Material,67204.93
6301,2009,Labor,50732.97
6301,2009,Material,292707.79
6301,2010,Labor,3971.81
6302,2006,Material,45
6302,2007,Labor,8945.27
6302,2008,Labor,21842
6302,2008,Material,8975.42
6302,2009,Labor,29590.04
6302,2009,Material,50571.65
6303,2007,Material,457177.47
6303,2008,Material,569630.76
6303,2009,Material,445054.58
6303,2010,Material,311202.89
6303,2011,Material,633143.33
6303,2012,Material,206247.39
6303,2013,Material,322129.81
6303,2014,Material,380302.76
6303,2015,Material,156644.47
6303,2016,Material,136975.5
6303,2018,Material,370076
6303,2019,Material,89729.35
6304,2007,Material,525860.98
6304,2008,Material,189979
6304,2009,Material,702828.62
6304,2010,Material,171004.14
6304,2011,Material,38406.5
6304,2012,Material,293477.65
6304,2013,Material,170117.5
6304,2015,Material,498080.65
6304,2016,Material,164192.85
6304,2017,Material,0
6304,2018,Material,64553.5
6304,2019,Material,83575.25
6305,2007,Labor,2312.41
6305,2007,Material,256256.27
6305,2008,Labor,718.04
6305,2008,Material,808181.81
6305,2009,Labor,1378.16
6305,2009,Material,732480.75
6305,2010,Labor,144.15
6306,2007,Labor,47170.12
6306,2007,Material,15094.34
6307,2007,Labor,5721.52
6307,2007,Material,19385.8
6307,2008,Labor,21197.18
6307,2008,Material,101501.85
6307,2009,Labor,3190.9
6307,2009,Material,50646.07
6307,2010,Labor,1278.76
6307,2010,Material,39717.17
6307,2011,Labor,1668.74
6307,2011,Material,31060.64
6307,2012,Labor,1488.63
6307,2012,Material,44350.58
6307,2013,Material,11826.68
6308,2007,Labor,78.39
6308,2007,Material,3100321
6309,2007,Labor,9640.58
6309,2007,Material,59356.09
6309,2008,Labor,11897.21
6309,2008,Material,50761.41
6309,2009,Labor,16478.21
6309,2009,Material,118986.44
6309,2010,Labor,35.81
6310,2007,Labor,37180.43
6310,2007,Material,156067.1
6310,2008,Labor,0
6311,2007,Labor,102.27
6311,2007,Material,11662.13
6311,2008,Material,71663.88
6311,2009,Material,46852.34
6312,2007,Labor,91145.11
6312,2007,Material,129380.84
6312,2008,Labor,26244.86
6312,2008,Material,80859.32
6312,2009,Labor,816.81
6313,2007,Labor,21127.71
6313,2007,Material,407804.24
6313,2008,Labor,882.36
6313,2008,Material,79155.12
6315,2007,Labor,15853.26
6315,2007,Material,15020.98
6316,2007,Labor,44545.48
6316,2007,Material,87.13
6316,2008,Labor,21221.68
6316,2008,Material,27440
6316,2009,Labor,888.28
6317,2007,Labor,10121.98
6317,2007,Material,96650.94
6317,2008,Labor,54222.95
6317,2008,Material,331037.41
6317,2009,Labor,0
6317,2009,Material,10347.5
6318,2007,Labor,13217.87
6318,2007,Material,63073.17
6318,2008,Labor,54386.07
6318,2008,Material,110314.09
6318,2009,Labor,9038
6318,2009,Material,10008
6319,2007,Labor,130.81
6319,2007,Material,10549.77
6319,2008,Labor,263.69
6319,2008,Material,4520.7
6319,2009,Material,2587.23
6319,2010,Labor,50.22
6319,2010,Material,2517.29
6319,2011,Labor,44.71
6319,2011,Material,832.27
6320,2007,Labor,32332.06
6320,2007,Material,575633.84
6320,2008,Labor,142023.01
6320,2008,Material,4330844.42
6320,2009,Labor,26210.12
6320,2009,Material,683787.31
6321,2007,Labor,37414.99
6321,2007,Material,30601.62
6322,2008,Labor,6034.57
6322,2008,Material,6445.96
6322,2009,Labor,3982.59
6322,2009,Material,4276.46
6322,2010,Labor,325.83
6322,2010,Material,24998.35
6322,2011,Labor,1912.16
6322,2011,Material,32547.25
6322,2012,Labor,1442.2
6322,2012,Material,50776.33
6322,2013,Labor,434.76
6322,2013,Material,245
6322,2014,Labor,2257.5
6322,2014,Material,7316.46
6322,2015,Labor,2899.37
6322,2015,Material,21060.08
6322,2016,Material,101580.15
6322,2017,Labor,4342.26
6322,2017,Material,169592.06
6322,2018,Labor,962.02
